City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
366,sarmiento,-45.5882,-69.07,7.62,72,6,3.23,AR,1683687795
367,yamaga,33.0167,130.6833,25.47,33,90,1.99,JP,1683687899
368,port alfred,-33.5906,26.891,16.69,76,2,3.77,ZA,1683687899
369,puerto deseado,-47.7503,-65.8938,7.14,68,65,2.18,AR,1683687702
370,bom jesus do galho,-19.8289,-42.3161,17.33,92,97,1.07,BR,1683687899
371,kiffa,16.6166,-11.4045,32.54,28,100,2.54,MR,1683687700
372,lashio,22.9333,97.75,30.47,45,40,0.8,MM,1683687901
373,kavieng,-2.5744,150.7967,29.37,70,93,1.0,PG,1683687901
374,gaiman,-43.2897,-65.4929,9.37,72,2,5.26,AR,1683687901
375,makokou,0.5738,12.8642,21.62,99,99,1.36,GA,1683687902
376,namsos,64.4662,11.4957,9.95,57,75,1.54,NO,1683687793
377,veselyy,47.0934,40.7422,6.96,96,100,0.8,RU,1683687903
378,ariquemes,-9.9133,-63.0408,22.12,97,95,1.41,BR,1683687903
379,whitehorse,60.7161,-135.0538,10.43,35,100,7.2,CA,1683687815
380,pocking,48.4,13.3167,14.38,90,100,1.25,DE,1683687904
381,krupina,48.3554,19.0647,8.17,76,86,3.31,SK,1683687904
382,barguzin,53.6167,109.6167,19.82,28,100,1.67,RU,1683687701
383,nadym,65.5333,72.5167,-0.55,90,58,3.88,RU,1683687621
384,aripuana,-9.1667,-60.6333,22.7,90,83,0.93,BR,1683687905
385,namtsy,62.7161,129.6658,7.84,52,99,7.58,RU,1683687573
386,verkhotur'ye,58.8627,60.8054,8.22,42,3,3.6,RU,1683687906
387,alofi,-19.0595,-169.9187,27.94,74,40,3.6,NU,1683687669
388,kudahuvadhoo,2.6708,72.8944,27.76,79,94,5.0,MV,1683687906
389,ataq,14.5377,46.8319,21.04,50,25,3.29,YE,1683687906
390,siwa oasis,29.2041,25.5195,20.74,49,12,6.14,EG,1683687906
391,phuthaditjhaba,-28.5242,28.8158,8.09,83,0,0.98,ZA,1683687907
392,bosobolo,4.1833,19.9,20.25,98,100,1.23,CD,1683687907
393,udachny,66.4167,112.4,-4.75,67,100,8.32,RU,1683687907
394,nova vicosa,-17.8919,-39.3719,23.58,78,74,2.68,BR,1683687907
395,la tuque,47.4334,-72.7824,6.14,42,3,1.03,CA,1683687907
396,nizhnevartovsk,60.9344,76.5531,8.01,39,0,7.0,RU,1683687908
397,malakal,9.5334,31.6605,28.44,53,73,1.36,SS,1683687908
398,cape canaveral,28.4058,-80.6048,25.6,72,0,3.09,US,1683687908
399,palangkaraya,-2.2,113.8333,26.45,83,100,1.08,ID,1683687630
400,walvis bay,-22.9575,14.5053,11.53,93,2,3.6,NA,1683687669
401,arkhangel'sk,64.5401,40.5433,3.6,89,99,1.59,RU,1683687271
402,katabu,-4.9333,122.5167,26.54,91,96,2.83,ID,1683687716
403,upington,-28.4478,21.2561,10.21,43,0,1.03,ZA,1683687616
404,la ronge,55.1001,-105.2842,16.14,44,75,2.57,CA,1683687909
405,kiamba,5.9894,124.6242,29.92,74,100,2.3,PH,1683687909
406,susuman,62.7833,148.1667,6.31,56,47,7.24,RU,1683687909
407,mormugao,15.4,73.8,28.55,78,72,3.14,IN,1683687910
408,manta,-0.95,-80.7333,25.88,89,75,1.54,EC,1683687654
409,ati,13.2154,18.3353,30.89,41,87,5.25,TD,1683687910
410,torres,-29.3353,-49.7269,11.57,74,0,1.76,BR,1683687910
411,camapua,-19.5314,-54.0439,22.01,86,100,2.16,BR,1683687910
412,hakha,22.65,93.6167,27.31,25,5,0.85,MM,1683687911
413,qamdo,31.1667,97.2333,5.75,29,61,2.96,CN,1683687657
414,atherton,53.5237,-2.4935,10.25,94,12,0.89,GB,1683687911
415,stiens,53.2623,5.7577,12.77,94,100,5.14,NL,1683687911
416,revda,56.801,59.9303,6.61,39,4,0.24,RU,1683687640
417,las terrenas,19.311,-69.5428,25.1,86,7,3.29,DO,1683687912
418,yuryuzan',54.8633,58.4219,5.11,56,100,1.34,RU,1683687912
419,nizhniy odes,63.6445,54.856,0.25,91,100,2.49,RU,1683687912
420,shalqar,47.8333,59.6,21.49,30,99,4.88,KZ,1683687913
421,sao joao da barra,-21.6403,-41.0511,23.42,85,98,3.65,BR,1683687913
422,santa elena de uairen,4.6167,-61.1333,19.82,91,100,1.75,VE,1683687913
423,antonio enes,-16.2325,39.9086,21.49,87,6,2.63,MZ,1683687702
424,san antonio de pale,-1.4014,5.6325,27.99,81,31,4.05,GQ,1683687777
425,trail,49.0998,-117.7022,11.76,86,76,1.3,CA,1683687616
426,sudak,44.85,34.9667,9.06,82,100,4.01,UA,1683687914
427,pacasmayo,-7.4006,-79.5714,23.09,82,28,6.18,PE,1683687914
428,el granada,37.5027,-122.4694,15.26,82,75,9.77,US,1683687914
429,tsiombe,-25.3,45.4833,20.17,91,3,2.44,MG,1683687524
430,mount gambier,-37.8333,140.7667,16.01,55,85,1.28,AU,1683687915
431,karatuzskoye,53.6072,92.8667,8.13,89,100,3.76,RU,1683687915
432,svencioneliai,55.1667,26.0,5.32,64,100,1.81,LT,1683687915
433,afif,23.9065,42.9172,23.24,12,88,3.24,SA,1683687915
434,haiku-pauwela,20.9219,-156.3051,27.01,47,20,8.75,US,1683687556
435,howard springs,-12.497,131.047,29.34,40,79,4.9,AU,1683687916
436,mata-utu,-13.2816,-176.1745,28.74,72,100,3.2,WF,1683687916
437,zalingei,12.9096,23.4741,26.54,19,100,2.81,SD,1683687552
438,ihosy,-22.4,46.1167,17.43,89,87,2.5,MG,1683687917
439,dolisie,-4.1997,12.6739,22.55,97,72,0.68,CG,1683687917
440,lishui,28.4604,119.9103,25.16,50,6,0.85,CN,1683687917
441,trongsa,27.5026,90.5072,16.78,49,3,1.66,BT,1683687676
442,barcelos,41.5388,-8.6151,13.8,89,100,3.0,PT,1683687696
443,gracias,14.5833,-88.5833,21.87,83,44,0.56,HN,1683687917
444,sur,22.5667,59.5289,30.17,47,10,4.13,OM,1683687695
445,boa vista,2.8197,-60.6733,24.99,94,75,4.12,BR,1683687573
446,mar del plata,-38.0023,-57.5575,13.38,87,0,3.6,AR,1683687915
447,deming,32.2687,-107.7586,23.05,10,48,6.68,US,1683687612
448,aconibe,1.2968,10.9369,20.46,99,96,0.85,GQ,1683687918
449,macae,-22.3708,-41.7869,22.86,100,0,1.03,BR,1683687919
450,valparaiso,-33.0393,-71.6273,15.0,63,0,2.57,CL,1683687919
451,nadi,-17.8,177.4167,29.0,65,20,4.63,FJ,1683687886
452,vadso,70.0744,29.7487,3.49,93,75,3.09,NO,1683687919
453,buka,40.8108,69.1986,23.74,24,3,0.88,UZ,1683687920
454,kirensk,57.7853,108.1119,10.49,64,98,5.6,RU,1683687920
455,martapura,-3.4167,114.85,27.05,89,40,3.6,ID,1683687920
456,narasannapeta,18.4167,84.05,33.39,49,100,1.88,IN,1683687632
457,gazli,40.1333,63.45,25.78,16,81,3.55,UZ,1683687921
458,i-n-salah,27.1935,2.4607,23.86,22,100,3.67,DZ,1683687618
459,mil'kovo,55.6078,37.7956,7.97,62,63,1.74,RU,1683687561
460,forrest city,35.0081,-90.7898,23.03,85,36,3.17,US,1683687922
461,montepuez,-13.1256,38.9997,16.41,97,65,1.7,MZ,1683687923
462,cabedelo,-6.9811,-34.8339,25.37,84,52,3.29,BR,1683687923
463,nshamba,-1.7983,31.5511,15.44,93,76,2.17,TZ,1683687923
464,kitimat,54.0524,-128.6534,20.21,54,14,2.09,CA,1683687575
465,onega,63.9061,38.1404,5.02,82,99,0.23,RU,1683687924
466,pionerskiy,54.9508,20.2275,6.53,57,8,5.53,RU,1683687924
467,gevrai,19.2667,75.75,33.66,28,95,3.46,IN,1683687924
468,acapulco de juarez,16.8634,-99.8901,28.18,73,3,3.42,MX,1683687755
469,clayton,33.5335,-84.3666,22.95,96,0,2.57,US,1683687925
470,qurayyat,31.3318,37.3428,15.1,67,0,2.06,SA,1683687925
471,kozel'sk,54.0375,35.7716,3.13,78,5,1.83,RU,1683687925
472,lusambo,-4.9667,23.45,22.13,87,100,0.18,CD,1683687925
473,huarmey,-10.0681,-78.1522,22.86,83,18,4.06,PE,1683687926
474,newnham,-41.3833,147.1333,16.17,61,96,1.34,AU,1683687926
475,hami,42.8,93.45,20.57,22,10,5.2,CN,1683687926
476,kizner,56.2749,51.508,6.26,56,77,1.18,RU,1683687926
477,kyzyl-suu,42.3414,78.0056,12.43,33,0,0.94,KG,1683687926
478,ciudad lazaro cardenas,17.9583,-102.2,26.87,76,0,2.72,MX,1683687780
479,pokhara,28.2333,83.9833,29.45,16,9,1.54,NP,1683687781
480,moires,35.0532,24.8744,14.56,79,100,1.34,GR,1683687927
481,leyte,11.3697,124.4873,32.24,58,88,1.42,PH,1683687928
482,pierre,44.3683,-100.351,21.59,54,57,3.58,US,1683687667
483,lucapa,-8.4192,20.7447,17.13,76,76,1.75,AO,1683687928
484,labuan bajo,-8.4964,119.8877,30.47,66,79,1.33,ID,1683687928
485,chul'man,56.8479,124.9104,6.05,65,12,2.81,RU,1683687928
486,mancora,-4.1078,-81.0475,26.89,75,82,4.01,PE,1683687759
487,vizinga,61.0749,50.1031,6.0,92,100,2.28,RU,1683687929
488,hammerfest,70.6634,23.6821,7.25,70,40,2.06,NO,1683687929
489,viedma,-40.8135,-62.9967,10.38,86,0,4.0,AR,1683687637
490,kerikeri,-35.2268,173.9474,17.73,80,40,2.24,NZ,1683687929
491,muisne,0.6,-80.0333,26.6,87,100,2.51,EC,1683687593
492,el alto,-4.2714,-81.2147,24.45,77,73,6.13,PE,1683687930
493,noumea,-22.2763,166.4572,26.99,61,7,3.3,NC,1683687930
494,verkhniye sergi,56.6469,59.5556,6.98,38,25,0.72,RU,1683687930
495,takoradi,4.8845,-1.7554,27.12,83,20,2.43,GH,1683687676
496,bam,29.106,58.357,30.28,11,84,2.78,IR,1683687715
497,sergeyevka,53.88,67.4158,9.42,34,100,4.9,KZ,1683687931
498,katsuura,35.1333,140.3,18.33,61,2,5.41,JP,1683687931
499,noosa heads,-26.3833,153.15,22.28,66,37,8.0,AU,1683687931
500,rajaori,33.3833,74.3,22.8,28,0,0.71,IN,1683687931
501,okakarara,-20.5833,17.4333,13.44,42,0,1.47,NA,1683687932
502,wellington,-41.2866,174.7756,16.81,71,15,7.2,NZ,1683687633
503,inarajan village,13.2736,144.7484,31.54,92,49,4.73,GU,1683687932
504,ciudad rodrigo,40.6,-6.5333,8.76,76,100,1.85,ES,1683687823
505,antalaha,-14.9003,50.2788,22.81,84,49,3.02,MG,1683687932
506,messaad,34.1543,3.5031,17.13,36,2,0.76,DZ,1683687932
507,nizhneangarsk,55.7833,109.55,8.97,57,98,1.66,RU,1683687933
508,san patricio,28.017,-97.5169,26.92,87,63,7.31,US,1683687933
509,mahina,-17.5065,-149.489,28.75,74,75,6.17,PF,1683687933
510,mehran,33.1222,46.1646,24.93,44,0,4.16,IR,1683687933
511,zest'aponi,42.11,43.0525,11.06,89,79,0.73,GE,1683687933
512,tehuacan,18.45,-97.3833,21.84,61,100,4.18,MX,1683687650
513,kayes,14.0,-11.0,32.7,29,100,1.76,ML,1683687934
514,big spring,32.2504,-101.4787,25.25,48,0,8.23,US,1683687934
515,semdinli,37.3051,44.5742,7.02,69,23,0.73,TR,1683687934
516,letlhakane,-21.4167,25.5833,13.6,89,0,3.36,BW,1683687934
517,francistown,-21.17,27.5079,13.29,90,0,3.53,BW,1683687934
518,qaisumah,28.3112,46.1273,23.98,41,0,4.12,SA,1683687935
519,zouerate,22.7187,-12.4521,28.75,15,0,2.13,MR,1683687935
520,moss bluff,30.3027,-93.1907,21.99,98,75,3.09,US,1683687862
521,cervia,44.2657,12.3427,16.62,87,100,2.25,IT,1683687935
522,guasdualito,7.2424,-70.7324,24.0,100,40,1.54,VE,1683687639
523,shiguai,40.7058,110.2856,14.98,48,92,1.5,CN,1683687935
524,argo,37.6333,22.7333,16.55,87,97,2.42,GR,1683687936
525,nagqu,31.5,92.0,0.42,57,100,6.96,CN,1683687936
526,sungailiat,-1.85,106.1333,30.55,68,46,4.22,ID,1683687936
527,visakhapatnam,17.69,83.2093,30.94,84,40,1.03,IN,1683687936
528,xingcheng,40.6167,120.7167,21.13,31,100,4.68,CN,1683687936
529,svay rieng,11.0879,105.7993,33.05,51,76,2.46,KH,1683687937
530,skowhegan,44.7651,-69.7192,10.31,66,4,1.54,US,1683687887
531,kismayo,-0.3582,42.5454,25.94,82,99,5.28,SO,1683687672
532,bonthe,7.5264,-12.505,23.35,91,100,3.61,SL,1683687937
533,vorkuta,67.5,64.0,-2.77,96,100,0.46,RU,1683687937
534,miyako,39.6367,141.9525,14.78,61,25,1.53,JP,1683687937
535,otelu rosu,45.5333,22.3667,4.41,94,5,2.47,RO,1683687938
536,fuglafjordur,62.244,-6.814,8.26,92,69,2.77,FO,1683687938
537,harper,4.375,-7.7169,26.97,83,100,1.69,LR,1683687717
538,ulladulla,-35.35,150.4667,18.76,52,0,2.45,AU,1683687938
539,dakhla,23.6848,-15.958,18.41,96,2,6.38,EH,1683687611
540,polyarnyy,69.1989,33.4478,2.07,99,100,3.99,RU,1683687938
541,yankton,42.8711,-97.3973,21.14,52,0,4.12,US,1683687687
542,khovd,48.0056,91.6419,12.87,36,14,2.04,MN,1683687939
543,vallenar,-28.5708,-70.7581,18.15,58,4,0.88,CL,1683687939
544,magong,23.5654,119.5863,22.59,73,0,9.45,TW,1683687939
545,goba,7.0167,39.9833,8.89,90,100,1.89,ET,1683687939
546,ceeldheer,3.8488,47.1806,25.73,86,98,6.14,SO,1683687939
547,myskhako,44.6714,37.7433,7.88,90,61,2.6,RU,1683687940
548,darab,28.7519,54.5444,26.28,18,83,0.49,IR,1683687940
549,saint-pierre,-21.3393,55.4781,21.98,68,0,2.57,RE,1683687599
550,ketchikan,55.3422,-131.6461,14.99,47,0,3.6,US,1683687940
551,guaranda,-1.6,-79.0,12.91,86,100,2.54,EC,1683687940
552,kiama,-34.6833,150.8667,20.77,52,0,4.12,AU,1683687941
553,mahibadhoo,3.7833,72.9667,28.46,76,99,5.35,MV,1683687941
554,taroudant,30.4703,-8.877,29.2,16,0,4.76,MA,1683687941
